Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_energy_grad
31.502294063568115,0.0003,49.84396998087565,27.702389240264893,2.603326644897461,3.5744200303819444
31.926585912704468,0.0003,49.99779192606608,26.82618808746338,2.760347900390625,3.5087211552372684
32.3364098072052,0.0003,51.3348757425944,25.973327159881592,1.0309385681152343,3.4531467918113425
32.75748562812805,0.0003,48.65121523539225,24.066309452056885,2.1433113861083983,3.339530707465278
33.17883515357971,0.0003,48.41034952799479,25.19298267364502,1.788652114868164,3.3837019856770834
33.58739233016968,0.0003,48.38171831766764,23.959235191345215,2.211976127624512,3.294449236834491
34.00960683822632,0.0003,48.279129346211754,24.814757347106934,1.4134823608398437,3.3786100260416667
34.421531438827515,0.0003,47.02955849965414,25.34400177001953,1.9803809356689452,3.4239374457465277
34.83544564247131,0.0003,48.14347267150879,24.788371562957764,2.926822738647461,3.3601219798900464
35.248446226119995,0.0003,48.66552448272705,24.632217407226562,1.6070539474487304,3.3410612883391204
35.660531520843506,0.0003,45.42787170410156,24.97526454925537,2.2656424713134764,3.3881181278935184
36.07304930686951,0.0003,47.787918408711754,24.008403778076172,1.7532492065429688,3.3076902488425928
36.48583507537842,0.0003,46.46418857574463,22.90773057937622,2.227433166503906,3.240487015335648
36.91093707084656,0.0003,46.64030520121256,25.14793872833252,1.9596464920043946,3.3762281177662037
37.32333564758301,0.0003,45.424331982930504,23.242507934570312,2.3003289031982423,3.267658962673611
37.73520040512085,0.0003,44.82579104105631,24.56918239593506,1.8132913208007813,3.361594599971065
38.14760112762451,0.0003,44.04338010152181,24.164470195770264,2.1431038665771482,3.2989404296875
38.641520738601685,0.0003,44.12740993499756,24.1509428024292,1.4139001274108887,3.3078972258391204
39.174644470214844,0.0003,44.06427319844564,22.317575454711914,2.183274955749512,3.2650063295717593
39.71841311454773,0.0003,43.60148016611735,22.3984112739563,2.9289620971679686,3.19007007740162
40.25792479515076,0.0003,44.1178503036499,21.857924461364746,1.5934072875976562,3.156705322265625
40.80290174484253,0.0003,42.89035129547119,21.132441997528076,3.005001220703125,3.1147700557002316
41.3107008934021,0.0003,43.933138847351074,20.58412790298462,2.1930260467529297,3.054102511935764
41.73482656478882,0.0003,43.04696114857992,21.873258590698242,2.055087852478027,3.1876386628327547
42.15381598472595,0.0003,42.224282582600914,21.039260864257812,1.8014751052856446,3.1135756655092592
42.579493045806885,0.0003,42.408446629842125,21.086952209472656,1.4008501815795897,3.112104899088542
42.99485898017883,0.0003,41.3735933303833,19.264885425567627,2.386792221069336,2.967472647207755
43.42173910140991,0.0003,42.91806507110596,20.971141815185547,2.2549928283691405,3.085656783492477
43.83680558204651,0.0003,42.57865969340006,20.83104133605957,1.7808462524414062,3.0746308051215276
44.2499725818634,0.0003,41.29962348937988,20.692809581756592,2.009020195007324,3.0771897153501158
44.65410280227661,0.0003,41.294151624043785,19.834856510162354,2.3048668670654298,3.0014343713831018
45.04938769340515,0.0003,41.02715746561686,19.88528871536255,2.3449048233032226,2.9907625325520835
45.44457697868347,0.0003,40.3386656443278,19.82682180404663,2.2878329086303713,3.004895652488426
45.83896493911743,0.0003,40.97167936960856,19.62872552871704,3.358062973022461,3.0018285228587964
